year,depth,temperature,salinity,sigma.T,delta.D
2001.33927,30,4.907,31.189,24.665,0.10281
2001.33927,50,5.202,31.538,24.91,0.16562
2001.33927,75,5.435,31.727,25.033,0.23993
2001.33927,100,5.47,31.871,25.143,0.31161
2001.33927,150,5.718,32.159,25.342,0.44753
2001.33927,200,5.863,32.456,25.56,0.57386
2001.33927,250,5.736,32.847,25.884,0.68886
2001.34848,0,5.699,31.09,24.5,0
2001.34848,10,5.701,31.086,24.496,0.03425
2001.34848,20,5.566,31.104,24.526,0.06841
2001.34848,30,5.492,31.255,24.654,0.10181
2001.34848,50,5.49,31.386,24.757,0.16632
2001.34848,75,5.493,31.539,24.878,0.24486
2001.34848,100,5.449,31.707,25.016,0.32019
2001.34848,150,5.618,32.084,25.295,0.46016
2001.34848,200,5.928,32.528,25.609,0.5861
2001.34848,250,5.716,32.78,25.833,0.70039
2001.36598,0,7.335,30.564,23.883,0
2001.36598,10,6.006,31.073,24.45,0.03862
2001.36598,20,5.549,31.32,24.698,0.07194
2001.36598,30,5.509,31.396,24.763,0.10394
2001.36598,50,5.336,31.517,24.878,0.16643
2001.36598,75,5.469,31.759,25.055,0.24133
2001.36598,100,5.538,31.966,25.21,0.31199
2001.36598,150,5.838,32.559,25.644,0.44154
2001.36598,200,5.67,32.808,25.861,0.55255
2001.36598,250,5.716,32.908,25.934,0.6587
2001.39309,0,7.864,30.729,23.941,0
2001.39309,10,7.171,30.972,24.225,0.03884
2001.39309,20,6.486,31.119,24.428,0.07441
2001.39309,30,6.056,31.243,24.579,0.10854
2001.39309,50,5.547,31.47,24.817,0.17345
2001.39309,75,6.387,31.85,25.017,0.24902
2001.39309,100,6.096,31.962,25.141,0.32093
2001.39309,150,5.883,32.178,25.338,0.45857
2001.39309,200,5.858,32.697,25.751,0.58122
2001.39309,250,5.716,32.906,25.933,0.68993
2001.41121,0,9.416,30.624,23.63,0
2001.41121,10,7.409,30.863,24.108,0.04227
2001.41121,20,7.008,31.207,24.431,0.07833
2001.41121,30,5.921,31.366,24.692,0.11198
2001.41121,50,6.022,31.565,24.837,0.17551
2001.41121,75,5.986,31.894,25.101,0.24957
2001.41121,100,6.354,32.114,25.229,0.31917
2001.41121,150,5.811,32.657,25.725,0.44552
2001.41121,200,5.738,32.893,25.92,0.55276
2001.41121,250,5.753,32.955,25.967,0.65661
2001.4138,0,8.851,30.733,23.802,0
2001.4138,10,8.428,30.801,23.917,0.04069
2001.4138,20,6.849,31.302,24.527,0.07726
2001.4138,30,6.415,31.357,24.625,0.11091
2001.4138,50,6.206,31.583,24.829,0.17472
2001.4138,75,5.696,31.805,25.065,0.24978
2001.4138,100,6.311,32.121,25.24,0.32003
2001.4138,150,5.816,32.634,25.706,0.44692
2001.4138,200,5.739,32.884,25.913,0.55511
2001.4138,250,5.754,32.958,25.969,0.65876
2001.49002,0,13.547,27,20.103,0
2001.49002,10,11.041,30.591,23.338,0.0661
2001.49002,20,8.675,31.233,24.219,0.10602
2001.49002,30,7.899,31.508,24.547,0.14133
2001.49002,50,6.186,31.634,24.871,0.20536
2001.49002,75,6.407,32.042,25.166,0.27846
2001.49002,100,6.378,32.226,25.315,0.34671
2001.49002,150,5.906,32.637,25.697,0.47017
2001.49002,200,5.75,32.907,25.93,0.57911
2001.49002,250,5.778,33.039,26.03,0.68116
2001.49649,0,13.155,28.996,21.718,0
2001.49649,10,9.449,31.083,23.984,0.05118
2001.49649,20,8.317,31.33,24.348,0.0886
2001.49649,30,7.361,31.457,24.581,0.12321
2001.49649,50,6.117,31.721,24.948,0.18641
2001.49649,75,6.103,32.027,25.192,0.25839
2001.49649,100,6.212,32.327,25.415,0.32515
2001.49649,150,5.864,32.69,25.744,0.44377
2001.49649,200,5.757,32.941,25.956,0.552
2001.49649,250,5.819,33.06,26.042,0.6531
2001.50276,0,12.155,28.765,21.725,0
2001.50276,10,9.527,31.109,23.992,0.05018
2001.50276,20,8.619,31.273,24.259,0.08767
2001.50276,30,7.864,31.461,24.515,0.12302
2001.50276,50,6.328,31.729,24.929,0.18749
2001.50276,75,6.549,32.053,25.157,0.26019
2001.50276,100,6.052,32.247,25.372,0.32814
2001.50276,150,5.862,32.689,25.744,0.44756
2001.50276,200,5.75,32.91,25.932,0.55571
2001.50276,250,5.817,33.081,26.059,0.65676
2001.50295,0,13.254,29.002,21.704,0
2001.50295,10,9.909,31.028,23.867,0.0511
2001.50295,20,8.458,31.313,24.314,0.08852
2001.50295,30,7.535,31.516,24.604,0.12323
2001.50295,50,6.611,31.789,24.941,0.18648
2001.53342,0,11.461,29.118,22.121,0
2001.53342,10,11.113,29.958,22.834,0.05381
2001.53342,20,10.519,30.544,23.39,0.1013
2001.53342,30,9.422,31.141,24.033,0.14373
2001.53342,50,7.782,31.441,24.511,0.21668
2001.53342,75,6.505,31.826,24.983,0.29627
2001.53342,100,6.612,32.181,25.25,0.36733
2001.53342,150,5.895,32.618,25.684,0.49281
2001.53342,200,5.773,32.999,25.999,0.6006
2001.53342,250,5.811,33.188,26.144,0.69887
2001.5632,0,13.234,26.145,19.502,0
2001.5632,10,12.456,28.107,21.161,0.07472
2001.5632,20,11.653,29.423,22.324,0.13594
2001.5632,30,10.778,30.869,23.599,0.18509
2001.5632,50,7.803,31.567,24.607,0.25955
2001.5632,75,6.897,32.003,25.072,0.33644
2001.5632,100,6.457,32.22,25.3,0.40576
2001.5632,150,5.867,32.648,25.711,0.52996
2001.5632,200,5.783,33.022,26.016,0.63644
2001.5632,250,5.802,33.208,26.161,0.73272
2001.57766,0,13.455,26.186,19.492,0
2001.57766,10,12.522,28.712,21.617,0.07402
2001.57766,20,11.103,30.149,22.984,0.12859
2001.57766,30,10.084,30.85,23.7,0.17358
2001.57766,50,8.806,31.573,24.466,0.24974
2001.57766,75,6.373,31.925,25.078,0.32705
2001.57766,100,6.26,32.278,25.37,0.39542
2001.57766,150,5.889,32.769,25.804,0.51682
2001.57766,200,5.788,33.028,26.021,0.62181
2001.57766,250,5.808,33.206,26.159,0.71855
2001.58587,0,13.929,23.547,17.371,0
2001.58587,10,12.39,27.739,20.888,0.08689
2001.58587,20,11.582,29.216,22.176,0.1495
2001.58587,30,10.486,30.636,23.467,0.19947
2001.58587,50,8.511,31.604,24.534,0.27598
2001.58587,75,6.8,31.999,25.082,0.35342
2001.58587,100,6.261,32.282,25.373,0.42154
2001.58587,150,5.891,32.753,25.791,0.54341
2001.58587,200,5.788,33.037,26.028,0.64821
2001.58587,250,5.802,33.231,26.179,0.74367
2001.58799,0,13.395,26.315,19.603,0
2001.58799,10,12.536,27.77,20.886,0.07634
2001.58799,20,11.348,29.598,22.513,0.13552
2001.58799,30,10.521,30.815,23.601,0.18253
2001.58799,50,8.135,31.559,24.554,0.25858
2001.58799,75,6.744,32.004,25.093,0.33503
2001.58799,100,6.201,32.27,25.371,0.40271
2001.58799,150,5.907,32.717,25.76,0.52592
2001.58799,200,5.782,33.011,26.008,0.63224
2001.58799,250,5.808,33.222,26.172,0.72815
2001.60127,0,14.155,22.987,16.897,0
2001.60127,10,12.555,28.679,21.585,0.08789
2001.60127,20,10.878,30.324,23.158,0.14252
2001.60127,30,10.227,30.798,23.636,0.18726
2001.60127,50,8.247,31.547,24.528,0.26196
2001.60127,75,6.81,32.027,25.103,0.33881
2001.60127,100,6.228,32.259,25.359,0.40721
2001.60127,150,5.906,32.687,25.737,0.53063
2001.60127,200,5.787,33.018,26.013,0.63683
2001.60127,250,5.805,33.205,26.158,0.73388
2001.77211,0,10.263,27.744,21.252,0
2001.77211,10,10.27,27.774,21.274,0.06523
2001.77211,20,10.718,29.046,22.191,0.12704
2001.77211,30,10.967,29.774,22.715,0.18035
2001.77211,50,10.94,31.09,23.743,0.27276
2001.77211,75,10.846,31.627,24.177,0.37012
2001.77211,100,9.618,31.887,24.585,0.45873
2001.77211,150,6.93,32.364,25.352,0.60679
2001.77211,200,6.029,32.941,25.922,0.72325
2001.77211,250,5.85,33.082,26.056,0.82421
2001.77247,0,10.206,27.468,21.046,0
2001.77247,10,10.225,27.488,21.059,0.06722
2001.77247,20,10.283,27.766,21.266,0.13339
2001.77247,30,10.8,29.334,22.402,0.19269
2001.77247,50,10.836,31.241,23.879,0.28452
2001.77247,75,10.856,31.555,24.12,0.38178
2001.77247,100,9.454,31.927,24.642,0.4713
2001.77247,150,6.703,32.345,25.367,0.61852
2001.77247,200,6.058,32.9,25.886,0.73587
2001.77247,250,5.865,33.08,26.052,0.83758
2001.77449,0,9.801,27.088,20.813,0
2001.77449,10,10.177,27.735,21.259,0.06679
2001.77449,20,10.582,28.893,22.095,0.12851
2001.77449,30,10.579,29.524,22.586,0.18293
2001.77449,50,10.524,30.79,23.581,0.27789
2001.77449,75,10.703,31.454,24.067,0.37974
2001.77449,100,9.573,31.86,24.571,0.47047
2001.77449,150,6.657,32.345,25.373,0.61822
2001.77449,200,5.89,32.93,25.931,0.73524
2001.77449,250,5.86,33.071,26.046,0.83691
2001.79457,0,8.85,28.16,21.79,0
2001.79457,10,8.968,28.429,21.983,0.05959
2001.79457,20,9.082,28.526,22.042,0.11755
2001.79457,30,9.276,28.684,22.137,0.17485
2001.79457,50,10.143,31.009,23.814,0.27006
2001.79457,75,10.351,31.587,24.23,0.36759
2001.79457,100,9.378,31.942,24.666,0.45543
2001.79457,150,7.279,32.342,25.288,0.60282
2001.79457,200,5.942,32.913,25.911,0.72339
2001.79457,250,5.888,33.057,26.031,0.82514
2001.80188,0,8.577,28.564,22.145,0
2001.80188,10,8.892,28.872,22.34,0.05642
2001.80188,20,9.032,29.033,22.446,0.11057
2001.80188,30,9.535,29.718,22.904,0.16298
2001.80188,50,10.269,31.294,24.016,0.24741
2001.80188,75,10.209,31.611,24.273,0.34138
2001.80188,100,9.771,31.989,24.64,0.42805
2001.80188,150,6.746,32.325,25.346,0.57704
2001.80188,200,6.057,32.928,25.909,0.69345
2001.80188,250,5.88,33.059,26.034,0.7952
2001.92565,0,5.84,30.324,23.878,0
2001.92565,10,5.837,30.325,23.88,0.04017
2001.92565,20,5.849,30.327,23.88,0.08033
2001.92565,30,5.887,30.345,23.89,0.12044
2001.92565,50,6.012,30.406,23.923,0.20033
2001.92565,75,7.747,31.472,24.54,0.29166
2001.92565,100,8.111,31.792,24.74,0.37476
2001.92565,150,7.317,32.401,25.329,0.52162
2001.92565,200,6.329,32.961,25.901,0.63808
2001.92565,250,6.075,33.161,26.09,0.73898
2001.93322,0,5.886,30.628,24.113,0
2001.93322,10,5.882,30.632,24.117,0.03791
2001.93322,20,5.918,30.639,24.118,0.0758
2001.93322,30,5.978,30.666,24.132,0.11363
2001.93322,50,6.383,30.896,24.265,0.18855
2001.93322,75,7.151,31.265,24.458,0.27796
2001.93322,100,7.208,31.415,24.569,0.36362
2001.93322,150,7.463,31.989,24.986,0.51977
2001.93322,200,6.379,32.885,25.834,0.648
2001.93322,250,6.063,33.143,26.078,0.75049
2001.94416,0,6.114,30.95,24.34,0
2001.94416,10,6.149,30.969,24.351,0.03574
2001.94416,20,6.327,31.032,24.379,0.0713
2001.94416,30,6.541,31.137,24.436,0.1064
2001.94416,50,6.751,31.277,24.52,0.17503
2001.94416,75,6.758,31.311,24.546,0.25999
2001.94416,100,7.179,31.589,24.709,0.34252
2001.94416,150,7.55,32.068,25.036,0.49677
2001.94416,200,6.443,32.851,25.799,0.62549
2001.94416,250,6.088,33.124,26.06,0.72895
2002.181,0,3.445,31.29,24.887,0
2002.181,10,3.424,31.29,24.889,0.030548
2002.181,20,3.442,31.306,24.9,0.061046
2002.181,30,3.49,31.329,24.914,0.091403
2002.181,50,3.651,31.392,24.95,0.15177
2002.181,75,3.83,31.433,24.966,0.226463
2002.181,100,4.575,31.822,25.202,0.29865
2002.181,150,5.222,32.15,25.392,0.431833
2002.181,200,5.126,32.263,25.492,0.558363
2002.181,250,5.382,32.353,25.535,0.682287
2002.19603,0,3.486,31.445,25.007,0
2002.19603,10,3.488,31.445,25.006,0.029416
2002.19603,20,3.491,31.446,25.007,0.058831
2002.19603,30,3.49,31.446,25.007,0.088248
2002.19603,50,3.493,31.447,25.008,0.14709
2002.19603,75,3.578,31.46,25.01,0.220624
2002.19603,100,3.667,31.485,25.022,0.293981
2002.19603,150,4.808,32.025,25.338,0.433866
2002.19603,200,5.131,32.196,25.438,0.5632
2002.19603,250,5.426,32.377,25.548,0.688123
2002.22148,0,3.506,31.446,25.006,0
2002.22148,10,3.494,31.447,25.007,0.029415
2002.22148,20,3.486,31.447,25.008,0.058823
2002.22148,30,3.489,31.447,25.008,0.088233
2002.22148,50,3.485,31.453,25.013,0.147048
2002.22148,75,3.73,31.541,25.061,0.219959
2002.22148,100,4.231,31.778,25.201,0.291089
2002.22148,150,4.711,32.05,25.368,0.424472
2002.22148,200,5.279,32.403,25.586,0.548966
2002.22148,250,5.407,32.492,25.642,0.668265
2002.26001,0,3.473,31.469,25.027,0
2002.26001,10,3.461,31.469,25.028,0.029223
2002.26001,20,3.437,31.478,25.037,0.058403
2002.26001,30,3.467,31.498,25.05,0.087461
2002.26001,50,3.515,31.509,25.055,0.14544
2002.26001,75,3.653,31.56,25.083,0.217631
2002.26001,100,4.088,31.731,25.178,0.288657
2002.26001,150,5.19,32.283,25.501,0.419558
2002.26001,200,5.414,32.643,25.76,0.535916
2002.26001,250,5.391,32.802,25.889,0.645016
2002.2686,0,4.373,31.481,24.952,0
2002.2686,10,3.745,31.491,25.02,0.029596
2002.2686,20,3.728,31.495,25.025,0.058867
2002.2686,30,3.65,31.498,25.034,0.088092
2002.2686,50,3.525,31.507,25.052,0.146247
2002.2686,75,3.788,31.587,25.092,0.218429
2002.2686,100,4.72,31.979,25.311,0.287674
2002.2686,150,5.376,32.476,25.633,0.415922
2002.2686,200,5.417,32.701,25.806,0.529879
2002.2686,250,5.51,32.936,25.981,0.635457
2002.27036,0,3.991,31.413,24.935,0
2002.27036,10,3.737,31.49,25.02,0.029659
2002.27036,20,3.638,31.495,25.033,0.058899
2002.27036,30,3.612,31.501,25.04,0.088027
2002.27036,50,3.576,31.522,25.06,0.146041
2002.27036,75,3.762,31.575,25.085,0.218157
2002.27036,100,4.647,31.961,25.304,0.287665
2002.27036,150,5.277,32.447,25.621,0.414802
2002.27036,200,5.393,32.668,25.783,0.529761
2002.27036,250,5.525,32.951,25.991,0.635125
2002.28348,0,3.63,31.524,25.057,0
2002.28348,10,3.632,31.524,25.056,0.028941
2002.28348,20,3.642,31.525,25.056,0.057887
2002.28348,30,3.649,31.526,25.056,0.086839
2002.28348,50,3.739,31.552,25.069,0.144661
2002.28348,75,3.766,31.562,25.074,0.216738
2002.28348,100,3.977,31.684,25.151,0.288493
2002.28348,150,4.959,32.207,25.466,0.420582
2002.28348,200,5.454,32.641,25.754,0.538738
2002.28348,250,5.526,32.948,25.989,0.645149
2002.32836,0,5.629,31.519,24.847,0
2002.32836,10,5.144,31.532,24.911,0.030836
2002.32836,20,4.224,31.564,25.032,0.060304
2002.32836,30,4.234,31.618,25.074,0.08928
2002.32836,50,4.154,31.747,25.184,0.146056
2002.32836,75,4.419,31.889,25.271,0.214486
2002.32836,100,4.765,32.134,25.429,0.280162
2002.32836,150,5.341,32.743,25.848,0.397044
2002.32836,200,5.439,32.901,25.962,0.501951
2002.32836,250,5.502,32.98,26.017,0.603405
2002.33966,0,5.351,31.43,24.808,0
2002.33966,10,4.809,31.481,24.907,0.031014
2002.33966,20,4.675,31.525,24.956,0.061217
2002.33966,30,4.448,31.539,24.99,0.091001
2002.33966,50,4.221,31.714,25.152,0.148376
2002.33966,75,4.326,31.866,25.262,0.217475
2002.33966,100,4.704,32.101,25.409,0.282976
2002.33966,150,5.392,32.804,25.89,0.401565
2002.33966,200,5.513,32.988,26.022,0.502998
2002.33966,250,5.489,33.133,26.139,0.60025
2002.35207,0,6.244,31.377,24.662,0
2002.35207,10,5.324,31.54,24.898,0.032133
2002.35207,20,4.983,31.599,24.982,0.062027
2002.35207,30,5.174,31.687,25.031,0.091469
2002.35207,50,4.716,31.732,25.116,0.149027
2002.35207,75,4.25,31.81,25.225,0.218588
2002.35207,100,4.626,32.028,25.36,0.285574
2002.35207,150,5.475,32.736,25.827,0.405923
2002.35207,200,5.434,33.034,26.067,0.508556
2002.35207,250,5.567,33.251,26.223,0.602595
2002.45166,0,10.717,28.334,21.638,0
2002.45166,10,9.322,30.424,23.489,0.05046
2002.45166,20,8.15,31.246,24.306,0.089328
2002.45166,30,7.448,31.537,24.632,0.12381
2002.45166,50,6.548,31.787,24.947,0.186899
2002.45166,75,4.614,31.91,25.267,0.258094
2002.45166,100,5.072,32.271,25.504,0.323587
2002.45166,150,5.232,32.818,25.92,0.43868
2002.45166,200,5.335,33.272,26.267,0.532344
2002.54753,0,13.284,27.363,20.432,0
2002.54753,10,11.309,30.186,22.977,0.05927
2002.54753,20,9.563,30.815,23.756,0.103816
2002.54753,30,8.49,31.25,24.26,0.142573
2002.54753,50,7.833,31.796,24.782,0.210126
2002.54753,75,5.415,31.959,25.219,0.283453
2002.54753,100,5.349,32.369,25.551,0.348049
2002.54753,150,5.249,32.844,25.938,0.459807
2002.54753,200,5.337,33.227,26.231,0.553997
2002.54753,250,5.372,33.375,26.345,0.641019
2002.56611,0,12.562,29.124,21.928,0
2002.56611,10,12.429,29.427,22.187,0.058553
2002.56611,20,11.992,30.659,23.222,0.108502
2002.56611,30,9.653,30.755,23.695,0.152688
2002.56611,50,8.439,31.351,24.346,0.230842
2002.56611,75,6.386,31.944,25.091,0.310369
2002.56611,100,6.364,32.317,25.388,0.37886
2002.56611,150,5.259,32.833,25.928,0.495663
2002.56611,200,5.361,33.229,26.23,0.591122
2002.56611,250,5.363,33.385,26.353,0.678522
2002.56894,0,12.509,28.692,21.604,0
2002.56894,10,12.146,30.206,22.843,0.05611
2002.56894,20,11.121,30.663,23.38,0.103652
2002.56894,30,9.811,30.915,23.795,0.146634
2002.56894,50,8.174,31.464,24.473,0.222413
2002.56894,75,6.908,32.058,25.114,0.300232
2002.56894,100,6.466,32.366,25.414,0.368497
2002.56894,150,5.199,32.775,25.889,0.484868
2002.56894,200,5.356,33.219,26.223,0.580537
2002.56894,250,5.368,33.388,26.355,0.667612
2002.61601,0,14.003,25.292,18.699,0
2002.61601,10,13.743,27.544,20.484,0.081001
2002.61601,20,12.423,29.72,22.415,0.14481
2002.61601,30,10.212,30.858,23.685,0.192277
2002.61601,50,7.589,31.679,24.725,0.264714
2002.61601,75,6.684,32.021,25.114,0.339089
2002.61601,100,5.917,32.296,25.427,0.407265
2002.61601,150,5.334,32.565,25.708,0.529723
2002.61601,200,5.304,33.162,26.184,0.631268
2002.61601,250,5.359,33.343,26.321,0.719986
2002.62649,0,13.644,25.005,18.547,0
2002.62649,10,13.086,28.047,20.998,0.082627
2002.62649,20,12.459,28.838,21.726,0.147009
2002.62649,30,11.77,30.115,22.84,0.202655
2002.62649,50,7.979,31.687,24.676,0.282775
2002.62649,75,6.284,32.024,25.167,0.357165
2002.62649,100,5.878,32.331,25.459,0.423548
2002.62649,150,5.301,32.666,25.791,0.541749
2002.62649,200,5.31,33.195,26.209,0.640779
2002.62649,250,5.357,33.335,26.315,0.728644
2002.63924,0,13.666,25.567,18.975,0
2002.63924,10,13.576,26.919,20.035,0.084684
2002.63924,20,13.048,28.205,21.127,0.156215
2002.63924,30,12.086,29.75,22.5,0.215699
2002.63924,50,8.866,31.518,24.413,0.303169
2002.63924,75,6.728,31.966,25.065,0.381264
2002.63924,100,5.872,32.28,25.419,0.449064
2002.63924,150,5.328,32.656,25.78,0.566814
2002.63924,200,5.325,33.213,26.222,0.666242
2002.63924,250,5.356,33.332,26.312,0.754252
2002.75032,0,10.678,25.028,19.075,0
2002.75032,10,10.751,25.524,19.449,0.085243
2002.75032,20,11.291,26.771,20.329,0.165816
2002.75032,30,11.566,28.632,21.726,0.233319
2002.75032,50,10.828,30.825,23.556,0.333837
2002.75032,75,7.164,32.028,25.057,0.422668
2002.75032,100,6.468,32.233,25.309,0.492432
2002.75032,150,5.375,32.689,25.801,0.614199
2002.75032,200,5.292,33.086,26.125,0.714412
2002.75032,250,5.33,33.218,26.225,0.806959
2002.774,0,10.191,26.869,20.583,0
2002.774,10,10.958,28.037,21.367,0.070291
2002.774,20,10.642,29.542,22.59,0.128335
2002.774,30,10.626,30.372,23.238,0.176786
2002.774,50,8.436,31.42,24.401,0.255645
2002.774,75,7.106,32.031,25.067,0.333864
2002.774,100,6.167,32.319,25.414,0.400549
2002.774,150,5.511,32.698,25.793,0.520837
2002.774,200,5.296,33.051,26.097,0.624206
2002.774,250,5.328,33.205,26.215,0.717578
2002.92518,0,7.991,28.735,22.36,0
2002.92518,10,8.012,28.833,22.434,0.054489
2002.92518,20,8.085,29.208,22.718,0.107168
2002.92518,30,8.132,29.339,22.814,0.157915
2002.92518,50,8.235,29.663,23.053,0.255593
2002.92518,75,8.43,30.374,23.582,0.36989
2002.92518,100,8.73,31.547,24.457,0.465264
2002.92518,150,7.927,32.103,25.01,0.625755
2002.92518,200,5.917,32.811,25.833,0.753519
2002.92518,250,5.566,33.017,26.038,0.856005
2002.94417,0,7.65,28.737,22.407,0
2002.94417,10,7.703,29.203,22.765,0.053167
2002.94417,20,7.847,29.59,23.05,0.102143
2002.94417,30,8.123,29.763,23.147,0.149851
2002.94417,50,8.189,30.159,23.448,0.241513
2002.94417,75,8.793,31.349,24.292,0.343956
2002.94417,100,8.358,31.855,24.753,0.428215
2002.94417,150,7.844,32.17,25.074,0.580085
2002.94417,200,6.375,32.659,25.657,0.71099
2002.94417,250,5.604,32.994,26.016,0.817294
2003.08124,0,5.578,30.324,23.908,0
2003.08124,10,5.927,30.573,24.065,0.039056
2003.08124,20,6.014,30.648,24.114,0.07727
2003.08124,30,6.086,30.695,24.143,0.115036
2003.08124,50,6.257,30.83,24.229,0.18931
2003.08124,75,6.375,30.948,24.307,0.28061
2003.08124,100,6.753,31.261,24.507,0.368585
2003.08124,150,6.871,31.64,24.79,0.532913
2003.08124,200,7.496,32.141,25.1,0.684009
2003.08124,250,6.9,32.587,25.532,0.814468
2003.11948,0,5.469,28.799,22.715,0
2003.11948,10,6.03,30.19,23.751,0.043403
2003.11948,20,6.195,30.459,23.943,0.083846
2003.11948,30,6.264,30.599,24.046,0.122799
2003.11948,50,6.288,30.752,24.163,0.199272
2003.11948,75,7.137,31.324,24.507,0.28894
2003.11948,100,7.128,31.536,24.674,0.372293
2003.11948,150,7.212,31.85,24.91,0.530059
2003.11948,200,7.269,32.372,25.313,0.674105
2003.11948,250,6.979,32.535,25.48,0.803723
2003.17231,0,5.289,29.933,23.63,0
2003.17231,10,5.288,29.936,23.633,0.042533
2003.17231,20,5.9,30.663,24.139,0.082509
2003.17231,30,5.896,30.695,24.165,0.12004
2003.17231,50,6.715,31.096,24.382,0.193208
2003.17231,75,7.258,31.611,24.716,0.278096
2003.17231,100,6.946,31.82,24.922,0.356234
2003.17231,150,7.254,32.074,25.081,0.504752
2003.17231,200,7.228,32.285,25.25,0.64508
2003.17231,250,7.127,32.462,25.403,0.778476
2003.18542,0,5.57,30.666,24.179,0
2003.18542,10,5.565,30.665,24.179,0.037299
2003.18542,20,5.565,30.665,24.179,0.074606
2003.18542,30,5.76,30.717,24.198,0.111814
2003.18542,50,6.112,30.88,24.285,0.185634
2003.18542,75,6.446,31.135,24.446,0.274526
2003.18542,100,6.909,31.586,24.743,0.358098
2003.18542,150,7.288,32.092,25.09,0.51051
2003.18542,200,7.149,32.378,25.334,0.648989
2003.18542,250,7.021,32.495,25.443,0.779137
2003.19442,0,5.304,30.718,24.25,0
2003.19442,10,5.304,30.718,24.25,0.036628
2003.19442,20,5.34,30.733,24.258,0.073248
2003.19442,30,5.425,30.77,24.278,0.109725
2003.19442,50,5.674,30.947,24.389,0.18138
2003.19442,75,5.845,31.085,24.479,0.268635
2003.19442,100,6.04,31.191,24.539,0.354392
2003.19442,150,7.088,31.955,25.009,0.510087
2003.19442,200,7.112,32.397,25.354,0.648333
2003.19442,250,7.014,32.513,25.458,0.777553
2003.24902,0,5.01,31.037,24.534,0
2003.24902,10,5.011,31.037,24.534,0.03392
2003.24902,20,5.002,31.037,24.535,0.067844
2003.24902,30,5.011,31.04,24.536,0.101765
2003.24902,50,5.054,31.051,24.54,0.169577
2003.24902,75,5.807,31.38,24.716,0.252791
2003.24902,100,6.123,31.72,24.947,0.330568
2003.24902,150,6.2,32.021,25.175,0.475602
2003.24902,200,6.661,32.467,25.469,0.608522
2003.24902,250,6.037,32.716,25.744,0.726858
2003.24968,0,5.001,31.03,24.529,0
2003.24968,10,5,31.03,24.529,0.033962
2003.24968,20,5.01,31.033,24.531,0.067933
2003.24968,30,5.028,31.045,24.538,0.101875
2003.24968,50,5.063,31.059,24.546,0.169615
2003.24968,75,5.464,31.194,24.608,0.253867
2003.24968,100,6.045,31.631,24.886,0.333895
2003.24968,150,6.056,31.939,25.128,0.479684
2003.24968,200,6.572,32.483,25.493,0.613851
2003.24968,250,6.034,32.703,25.734,0.73242
2003.25775,0,5.197,31.077,24.545,0
2003.25775,10,5.136,31.08,24.554,0.033783
2003.25775,20,5.095,31.08,24.559,0.06749
2003.25775,30,5.091,31.081,24.56,0.101177
2003.25775,50,5.269,31.132,24.581,0.168489
2003.25775,75,6.027,31.637,24.893,0.248927
2003.25775,100,6.196,31.97,25.135,0.323468
2003.25775,150,6.243,32.415,25.481,0.457438
2003.25775,200,6.034,32.603,25.655,0.578191
2003.25775,250,5.948,32.723,25.76,0.692969
2003.27262,0,5.28,31.057,24.52,0
2003.27262,10,5.293,31.062,24.523,0.03403
2003.27262,20,5.298,31.065,24.525,0.068051
2003.27262,30,5.327,31.091,24.542,0.102036
2003.27262,50,5.556,31.213,24.613,0.169085
2003.27262,75,5.623,31.269,24.65,0.251797
2003.27262,100,5.693,31.347,24.703,0.333429
2003.27262,150,6.314,31.925,25.085,0.485467
2003.27262,200,6.521,32.444,25.468,0.618349
2003.27262,250,6.093,32.628,25.667,0.739686
2003.31207,0,6.226,31.026,24.387,0
2003.31207,10,5.784,31.15,24.537,0.034944
2003.31207,20,5.778,31.238,24.607,0.068403
2003.31207,30,5.791,31.278,24.637,0.101446
2003.31207,50,5.848,31.5,24.806,0.165598
2003.31207,75,5.85,31.601,24.886,0.242961
2003.31207,100,6.032,31.835,25.049,0.317644
2003.31207,150,6.027,32.095,25.255,0.457176
2003.31207,200,6.049,32.287,25.404,0.591051
2003.31207,250,5.98,32.633,25.685,0.712297
2003.34245,0,7.864,30.956,24.119,0
2003.34245,10,7.612,31.028,24.21,0.037569
2003.34245,20,6.72,31.322,24.559,0.072573
2003.34245,30,6.316,31.401,24.672,0.105566
2003.34245,50,6.131,31.499,24.772,0.169591
2003.34245,75,5.976,31.787,25.018,0.245637
2003.34245,100,6.043,31.985,25.166,0.317553
2003.34245,150,6.119,32.165,25.299,0.45431
2003.34245,200,6.014,32.527,25.597,0.581798
2003.34245,250,5.99,32.618,25.672,0.700208
2003.34584,0,8.293,30.861,23.984,0
2003.34584,10,7.809,30.969,24.137,0.038759
2003.34584,20,7.374,31.06,24.267,0.075671
2003.34584,30,6.871,31.293,24.517,0.110833
2003.34584,50,6.705,31.558,24.747,0.176426
2003.34584,75,5.966,31.756,24.994,0.253402
2003.34584,100,6.071,31.949,25.134,0.325432
2003.34584,150,6.083,32.284,25.397,0.461374
2003.34584,200,6.025,32.534,25.602,0.585136
2003.34584,250,5.978,32.657,25.704,0.702694
2003.34854,0,8.04,30.954,24.093,0
2003.34854,10,7.761,30.965,24.14,0.038055
2003.34854,20,7.178,31.142,24.358,0.074627
2003.34854,30,6.679,31.372,24.604,0.108949
2003.34854,50,6.696,31.588,24.772,0.173496
