year,depth,temperature,salinity,sigma.T,delta.D
1998.3916,0,6.696,30.52,23.93,0
1998.3916,10,6.607,30.628,24.026,0.039615
1998.3916,20,6.639,30.778,24.141,0.078021
1998.3916,30,6.68,30.811,24.161,0.115828
1998.3916,50,6.739,30.979,24.286,0.190453
1998.3916,75,6.822,31.173,24.429,0.2802
1998.3916,100,6.914,31.619,24.768,0.363411
1998.3916,150,6.62,31.814,24.96,0.520014
1998.3916,200,6.223,32.578,25.612,0.653961
1998.3916,250,5.947,32.751,25.782,0.770286
1998.52307,0,13.553,26.908,20.031,0
1998.52307,10,11.913,29.984,22.713,0.064822
1998.52307,20,11.493,30.399,23.11,0.114134
1998.52307,30,8.568,30.806,23.9,0.158715
1998.52307,50,6.919,31.442,24.628,0.232485
1998.52307,75,6.655,31.844,24.979,0.311193
1998.52307,100,7.108,32.173,25.178,0.383453
1998.52307,150,6.073,32.874,25.864,0.509815
1998.52307,200,5.809,33.318,26.247,0.606191
1998.52307,250,5.647,33.528,26.433,0.692464
1998.53979,0,13.757,26.309,19.53,0
1998.53979,10,12.899,29.313,22.011,0.070243
1998.53979,20,11.217,30.379,23.142,0.121987
1998.53979,30,11.312,30.842,23.486,0.167938
1998.53979,50,7.04,31.673,24.794,0.240148
1998.53979,75,7.097,32.098,25.121,0.315683
1998.53979,100,6.779,32.3,25.322,0.385458
1998.53979,150,6.025,33.051,26.01,0.503848
1998.53979,200,5.778,33.366,26.289,0.597123
1998.53979,250,5.637,33.554,26.455,0.681619
1998.6217,0,14.269,26.435,19.527,0
1998.6217,10,13.26,28.627,21.413,0.076297
1998.6217,20,12.028,29.38,22.224,0.135384
1998.6217,30,11.316,30.481,23.204,0.187695
1998.6217,50,9.692,31.242,24.069,0.272405
1998.6217,75,7.144,31.893,24.953,0.356015
1998.6217,100,6.838,32.368,25.367,0.426064
1998.6217,150,6.064,33.077,26.025,0.543157
1998.6217,200,5.821,33.371,26.287,0.634925
1998.6217,250,5.719,33.474,26.382,0.721785
1998.75977,0,10.058,26.739,20.502,0
1998.75977,10,10.029,26.716,20.489,0.072882
1998.75977,20,10.381,27.177,20.793,0.144119
1998.75977,30,10.85,28.533,21.77,0.211875
1998.75977,50,10.878,30.841,23.56,0.30879
1998.75977,75,9.151,31.782,24.576,0.403357
1998.75977,100,8.154,32.041,24.929,0.483108
1998.75977,150,6.614,32.689,25.65,0.615877
1998.75977,200,6.006,33.17,26.106,0.72186
1998.75977,250,5.844,33.361,26.277,0.815067
1998.76953,0,9.967,27.282,20.939,0
1998.76953,10,9.991,27.307,20.955,0.068543
1998.76953,20,10.529,28.21,21.572,0.133908
1998.76953,30,10.767,29.936,22.875,0.19129
1998.76953,50,11.002,31.143,23.774,0.282537
1998.76953,75,10.33,31.763,24.371,0.379077
1998.76953,100,8.015,32.138,25.025,0.45905
1998.76953,150,6.934,32.558,25.504,0.594993
1998.76953,200,6.067,33.137,26.073,0.704865
1998.76953,250,5.846,33.358,26.274,0.799638
1998.77148,0,9.907,27.471,21.095,0
1998.77148,10,9.925,27.481,21.1,0.067074
1998.77148,20,10.566,29.005,22.185,0.130857
1998.77148,30,10.82,30.357,23.194,0.180635
1998.77148,50,10.722,31.125,23.808,0.268563
1998.77148,75,8.915,31.802,24.628,0.364528
1998.77148,100,7.921,32.109,25.016,0.443679
1998.77148,150,6.97,32.584,25.521,0.580213
1998.77148,200,6.058,33.145,26.08,0.690611
1998.77148,250,5.862,33.345,26.262,0.786025
1998.91797,0,6.376,29.948,23.519,0
1998.91797,10,6.404,29.955,23.522,0.043857
1998.91797,20,6.453,29.973,23.53,0.08768
1998.91797,30,6.655,30.046,23.562,0.131353
1998.91797,50,7.679,30.722,23.961,0.216083
1998.91797,75,7.965,31.223,24.314,0.310244
1998.91797,100,8.199,31.559,24.544,0.398511
1998.91797,150,8.34,31.763,24.684,0.566577
1998.91797,200,7.837,32.262,25.147,0.723015
1998.91797,250,6.176,33.131,26.055,0.833582
1998.9353,0,5.885,29.8,23.46,0
1998.9353,10,5.878,29.801,23.461,0.044419
1998.9353,20,5.916,29.85,23.495,0.088795
1998.9353,30,6.015,29.93,23.547,0.132555
1998.9353,50,7.044,30.468,23.845,0.217414
1998.9353,75,7.933,31.243,24.334,0.313455
1998.9353,100,8.081,31.451,24.477,0.401607
1998.9353,150,8.24,32.133,24.988,0.566872
1998.9353,200,7.197,32.809,25.666,0.694393
1998.9353,250,6.648,33.044,25.925,0.805372
1999.14465,0,3.865,31.365,24.908,0
1999.14465,10,3.871,31.516,25.028,0.028394
1999.14465,20,3.873,31.525,25.035,0.057823
1999.14465,30,3.875,31.527,25.036,0.087243
1999.14465,50,3.942,31.542,25.042,0.146042
1999.14465,75,4.045,31.668,25.133,0.218801
1999.14465,100,3.846,31.773,25.234,0.288547
1999.14465,150,4.884,32.182,25.455,0.422038
1999.14465,200,5.106,32.304,25.527,0.547736
1999.14465,250,5.915,32.769,25.801,0.666846
1999.19995,0,3.713,31.705,25.193,0
1999.19995,10,3.734,31.712,25.196,0.027891
1999.19995,20,3.79,31.727,25.203,0.05574
1999.19995,30,3.801,31.73,25.205,0.083558
1999.19995,50,3.806,31.733,25.207,0.139163
1999.19995,75,3.914,31.761,25.219,0.208604
1999.19995,100,3.993,31.825,25.262,0.277371
1999.19995,150,4.286,31.996,25.369,0.411174
1999.19995,200,4.401,32.113,25.45,0.540485
1999.19995,250,4.872,32.319,25.564,0.666199
1999.21765,0,3.564,31.7,25.203,0
1999.21765,10,3.564,31.7,25.203,0.027816
1999.21765,20,3.586,31.704,25.204,0.055635
1999.21765,30,3.603,31.708,25.206,0.083441
1999.21765,50,3.68,31.722,25.209,0.139022
1999.21765,75,3.744,31.747,25.224,0.208257
1999.21765,100,3.784,31.77,25.238,0.277237
1999.21765,150,4.223,32.04,25.411,0.411841
1999.21765,200,4.463,32.175,25.493,0.539305
1999.27869,0,3.817,31.477,25.002,0
1999.27869,10,3.791,31.538,25.053,0.029448
1999.27869,20,3.818,31.58,25.084,0.05853
1999.27869,30,3.937,31.704,25.171,0.086956
1999.27869,50,4.011,31.797,25.238,0.142485
1999.27869,75,3.989,31.815,25.255,0.211091
1999.27869,100,4.054,31.885,25.304,0.278911
1999.27869,150,4.288,32.096,25.448,0.410035
1999.27869,200,4.918,32.348,25.582,0.533941
1999.27869,250,5.029,32.434,25.638,0.654522
1999.28516,0,3.951,31.686,25.155,0
1999.28516,10,3.963,31.695,25.161,0.028244
1999.28516,20,3.968,31.706,25.17,0.056448
1999.28516,30,3.951,31.733,25.193,0.084478
1999.28516,50,3.968,31.761,25.213,0.140069
1999.28516,75,3.981,31.78,25.227,0.209346
1999.28516,100,4.01,31.799,25.239,0.278312
1999.28516,150,4.254,32.088,25.445,0.411346
1999.28516,200,4.658,32.215,25.505,0.53819
1999.28516,250,4.972,32.398,25.616,0.66177
1999.29565,0,4.518,31.385,24.861,0
1999.29565,10,4.299,31.465,24.946,0.030898
1999.29565,20,4.113,31.676,25.132,0.059936
1999.29565,30,4,31.684,25.15,0.088306
1999.29565,50,3.971,31.739,25.196,0.144648
1999.29565,75,3.979,31.793,25.238,0.213952
1999.29565,100,3.922,31.845,25.285,0.282314
1999.29565,150,4.163,31.992,25.378,0.416014
1999.29565,200,4.457,32.149,25.473,0.544867
1999.29565,250,4.98,32.398,25.615,0.668243
1999.34436,0,4.811,31.555,24.965,0
1999.34436,10,4.794,31.563,24.973,0.030055
1999.34436,20,4.751,31.566,24.981,0.06004
1999.34436,30,4.674,31.583,25.002,0.089875
1999.34436,50,4.627,31.667,25.073,0.148698
1999.34436,75,4.369,31.816,25.218,0.219774
1999.34436,100,4.377,31.879,25.267,0.2883
1999.34436,150,4.65,32.063,25.385,0.421641
1999.34436,200,4.929,32.295,25.539,0.549263
1999.34436,250,5.293,32.548,25.699,0.669025
1999.35327,0,5.403,31.593,24.931,0
1999.35327,10,5.333,31.592,24.938,0.030386
1999.35327,20,5.172,31.6,24.962,0.060653
1999.35327,30,5.035,31.673,25.035,0.090541
1999.35327,50,5.041,31.77,25.111,0.148512
1999.35327,75,4.206,31.772,25.199,0.219493
1999.35327,100,4.189,31.912,25.312,0.287707
1999.35327,150,4.434,32.086,25.426,0.418998
1999.35327,200,5.142,32.395,25.595,0.544
1999.35327,250,5.264,32.529,25.687,0.663143
1999.36279,0,5.964,31.574,24.851,0
1999.36279,10,5.636,31.615,24.921,0.03097
1999.36279,20,5.157,31.612,24.973,0.061154
1999.36279,30,5.112,31.622,24.986,0.091106
1999.36279,50,5.274,31.703,25.033,0.150407
1999.36279,75,5.168,31.76,25.089,0.223179
1999.36279,100,4.239,31.868,25.272,0.293558
1999.36279,150,4.43,32.061,25.406,0.426114
1999.36279,200,5.118,32.38,25.586,0.55254
1999.36279,250,5.326,32.566,25.709,0.671357
1999.46167,0,11.424,28.255,21.458,0
1999.46167,10,9.735,30.524,23.502,0.055873
1999.46167,20,8.859,31.073,24.066,0.097061
1999.46167,30,8.156,31.434,24.453,0.133717
1999.46167,50,6.822,31.64,24.796,0.20072
1999.46167,75,5.746,31.817,25.068,0.276368
1999.46167,100,4.919,31.899,25.226,0.347903
1999.46167,150,5.631,32.443,25.577,0.478761
1999.46167,200,5.523,32.67,25.769,0.595996
1999.46167,250,5.551,32.841,25.901,0.707133
1999.54443,0,12.809,29.531,22.197,0
1999.54443,10,12.011,30.341,22.972,0.05492
1999.54443,20,10.25,31.078,23.851,0.098724
1999.54443,30,8.517,31.308,24.301,0.136806
1999.54443,50,6.724,31.771,24.912,0.202451
1999.54443,75,5.829,31.929,25.147,0.275327
1999.54443,100,5.206,32.29,25.505,0.3431
1999.54443,150,5.64,32.807,25.864,0.457539
1999.54443,200,5.59,33.043,26.056,0.559382
1999.54443,250,5.491,33.183,26.179,0.654864
1999.65112,0,13.27,25.997,19.381,0
1999.65112,10,13.293,27.287,20.372,0.079533
1999.65112,20,12.668,29.1,21.89,0.145396
1999.65112,30,12.031,30.461,23.061,0.200074
1999.65112,50,8.37,31.746,24.666,0.277153
1999.65112,75,7.161,32.106,25.118,0.352868
1999.65112,100,6.921,32.238,25.254,0.42243
1999.65112,150,5.9,32.514,25.601,0.550429
1999.65112,200,5.675,32.999,26.011,0.657922
1999.65112,250,5.571,33.147,26.141,0.755702
1999.65771,0,13.214,24.093,17.923,0
1999.65771,10,13.345,27.806,20.763,0.084046
1999.65771,20,12.875,28.915,21.708,0.148855
1999.65771,30,12.282,29.921,22.597,0.205073
1999.65771,50,9.069,31.56,24.415,0.289559
1999.65771,75,6.965,32.133,25.166,0.368331
1999.65771,100,6.559,32.276,25.331,0.436407
1999.65771,150,5.922,32.675,25.725,0.560323
1999.65771,200,5.674,33.038,26.042,0.663662
1999.65771,250,5.549,33.167,26.159,0.76001
1999.76062,0,10.117,26.167,20.048,0
1999.76062,10,10.165,26.362,20.192,0.076654
1999.76062,20,10.563,28.594,21.865,0.140724
1999.76062,30,10.45,29.358,22.478,0.197987
1999.76062,50,10.383,30.681,23.519,0.2939
1999.76062,75,10.237,31.53,24.205,0.395259
1999.76062,100,7.591,32.104,25.058,0.480706
1999.76062,150,6.103,32.636,25.672,0.610633
1999.76062,200,6.017,32.985,25.959,0.718283
1999.76062,250,5.775,33.079,26.062,0.818702
1999.76831,0,9.727,25.713,19.753,0
1999.76831,10,10.169,27.367,20.974,0.073954
1999.76831,20,10.547,29.062,22.232,0.136432
1999.76831,30,10.463,29.625,22.684,0.190255
1999.76831,50,10.601,30.731,23.522,0.28668
1999.76831,75,9.816,31.457,24.217,0.386693
1999.76831,100,8.68,32.113,24.907,0.472795
1999.76831,150,6.05,32.617,25.664,0.604248
1999.76831,200,5.973,32.974,25.955,0.711753
1999.76831,250,5.769,33.066,26.053,0.812785
1999.77795,0,9.618,27.795,21.392,0
1999.77795,10,9.623,27.799,21.394,0.063948
1999.77795,20,10.011,28.794,22.11,0.124026
1999.77795,30,10.12,29.499,22.641,0.177749
1999.77795,50,9.987,30.511,23.452,0.273255
1999.77795,75,10.199,31.356,24.076,0.377432
1999.77795,100,8.713,31.96,24.783,0.46569
1999.77795,150,5.971,32.549,25.62,0.599605
1999.77795,200,5.859,32.976,25.971,0.706751
1999.77795,250,5.763,33.072,26.058,0.807554
1999.91406,0,5.893,30.025,23.636,0
1999.91406,10,5.884,30.027,23.639,0.042464
1999.91406,20,6.035,30.076,23.66,0.08485
1999.91406,30,6.058,30.089,23.668,0.127097
1999.91406,50,6.531,30.334,23.804,0.209859
1999.91406,75,7.804,31.388,24.466,0.302972
1999.91406,100,7.824,31.82,24.803,0.386998
1999.91406,150,7.339,32.458,25.371,0.531951
1999.91406,200,6.831,32.778,25.691,0.655734
1999.91406,250,6.099,33.087,26.029,0.762518
1999.92188,0,5.823,30.145,23.739,0
1999.92188,10,5.919,30.191,23.764,0.041411
1999.92188,20,5.949,30.202,23.77,0.082652
1999.92188,30,6.094,30.252,23.792,0.12375
1999.92188,50,6.194,30.286,23.807,0.20568
1999.92188,75,6.93,30.635,23.991,0.306404
1999.92188,100,7.529,31.28,24.419,0.399923
1999.92188,150,7.729,31.987,24.947,0.564933
1999.92188,200,7.011,32.541,25.481,0.701978
1999.92188,250,6.127,33.092,26.03,0.815393
1999.92346,0,5.776,30.089,23.7,0
1999.92346,10,5.889,30.176,23.756,0.041659
1999.92346,20,5.908,30.188,23.763,0.082961
1999.92346,30,6.085,30.248,23.79,0.124183
1999.92346,50,6.287,30.328,23.829,0.205844
1999.92346,75,7.247,30.909,24.166,0.304219
1999.92346,100,7.575,31.443,24.541,0.393148
1999.92346,150,7.236,31.881,24.931,0.553325
1999.92346,200,7.016,32.502,25.45,0.695793
1999.92346,250,6.106,33.124,26.057,0.811369
1999.93335,0,5.615,30.214,23.817,0
1999.93335,10,5.646,30.225,23.822,0.040731
1999.93335,20,6.078,30.39,23.903,0.080923
1999.93335,30,6.072,30.398,23.91,0.120836
1999.93335,50,6.205,30.486,23.964,0.200502
1999.93335,75,8.065,31.51,24.525,0.293533
1999.93335,100,7.205,31.765,24.844,0.375091
1999.93335,150,7.184,32.08,25.095,0.52277
1999.93335,200,7.078,32.433,25.387,0.662616
1999.93335,250,6.335,32.912,25.861,0.782933
2000.05042,0,3.823,31.097,24.699,0
2000.05042,10,3.84,31.15,24.74,0.03249
2000.05042,20,3.897,31.16,24.743,0.0647
2000.05042,30,3.937,31.168,24.745,0.096893
2000.05042,50,3.947,31.177,24.751,0.161213
2000.05042,75,4.066,31.242,24.792,0.241098
2000.05042,100,5.386,31.716,25.03,0.31895
2000.05042,150,6.295,32.362,25.432,0.458328
2000.05042,200,6.403,32.889,25.834,0.575674
2000.05042,250,6.542,33.052,25.945,0.683993
2000.14624,0,3.42,30.8,24.499,0
2000.14624,10,3.436,30.808,24.504,0.034466
2000.14624,20,3.441,30.804,24.501,0.068966
2000.14624,30,3.502,30.833,24.518,0.103343
2000.14624,50,3.796,31.039,24.656,0.170676
2000.14624,75,4.388,31.308,24.812,0.251714
2000.14624,100,4.637,31.471,24.917,0.329584
2000.14624,150,5.147,31.802,25.125,0.478165
2000.14624,200,5.765,32.658,25.731,0.603039
2000.14624,250,5.731,32.716,25.78,0.702007
2000.18176,0,3.296,30.617,24.364,0
2000.18176,10,3.657,30.912,24.567,0.035026
2000.18176,20,3.806,31.027,24.645,0.068162
2000.18176,30,3.915,31.083,24.68,0.100889
2000.18176,50,4.084,31.194,24.752,0.165378
2000.18176,75,4.494,31.461,24.923,0.242791
2000.18176,100,4.656,31.647,25.054,0.316798
2000.18176,150,4.937,31.871,25.202,0.45815
2000.18176,200,5.426,32.225,25.428,0.591027
2000.18176,250,5.832,32.704,25.759,0.710379
2000.18188,0,3.186,30.604,24.362,0
2000.18188,10,3.45,30.819,24.511,0.035355
2000.18188,20,3.857,31.046,24.656,0.06851
2000.18188,30,3.913,31.077,24.675,0.101128
2000.18188,50,4.125,31.214,24.764,0.165481
2000.18188,75,4.497,31.463,24.925,0.242377
2000.18188,100,4.666,31.662,25.065,0.316523
2000.18188,150,4.908,31.852,25.19,0.457839
2000.18188,200,5.416,32.214,25.421,0.591654
2000.18188,250,5.816,32.711,25.767,0.709188
2000.20349,0,3.858,31.044,24.654,0
2000.20349,10,3.858,31.045,24.655,0.032775
2000.20349,20,3.865,31.048,24.656,0.065556
2000.20349,30,4,31.132,24.711,0.097961
2000.20349,50,4.289,31.337,24.846,0.161457
2000.20349,75,4.639,31.617,25.032,0.236896
2000.20349,100,4.657,31.654,25.06,0.30962
2000.20349,150,4.999,31.907,25.224,0.451769
2000.20349,200,5.373,32.208,25.421,0.585106
2000.20349,250,5.787,32.673,25.74,0.704025
2000.29712,0,4.722,31.142,24.647,0
2000.29712,10,4.714,31.152,24.656,0.032805
2000.29712,20,4.706,31.157,24.661,0.065542
2000.29712,30,4.75,31.19,24.682,0.098159
2000.29712,50,4.695,31.276,24.756,0.162899
2000.29712,75,4.703,31.364,24.825,0.241756
2000.29712,100,4.801,31.592,24.996,0.317637
2000.29712,150,5.274,32.098,25.345,0.455622
2000.29712,200,5.534,32.617,25.726,0.578304
2000.29712,250,5.273,32.867,25.954,0.686288
2000.30212,0,4.736,31.139,24.643,0
2000.30212,10,4.742,31.142,24.645,0.032875
2000.30212,20,4.751,31.152,24.652,0.065714
2000.30212,30,4.756,31.167,24.663,0.098482
2000.30212,50,4.762,31.199,24.688,0.163622
2000.30212,75,4.74,31.326,24.791,0.243464
2000.30212,100,4.846,31.43,24.863,0.321922
2000.30212,150,5.122,31.96,25.253,0.466453
2000.30212,200,5.558,32.493,25.625,0.594531
2000.30212,250,5.279,32.853,25.942,0.704381
2000.31726,0,5.72,30.286,23.862,0
2000.31726,10,4.932,30.663,24.246,0.038577
2000.31726,20,4.877,30.944,24.474,0.074027
2000.31726,30,4.803,31.157,24.651,0.107808
2000.31726,50,4.772,31.41,24.854,0.171016
2000.31726,75,5.082,31.566,24.945,0.247021
2000.31726,100,5.217,31.709,25.043,0.320916
2000.31726,150,5.28,31.985,25.255,0.462937
2000.31726,200,5.509,32.372,25.535,0.591943
2000.31726,250,5.343,32.807,25.898,0.707902
2000.37659,0,7.454,29.975,23.404,0
2000.37659,10,6.755,30.997,24.299,0.03963
2000.37659,20,6.319,31.079,24.417,0.07519
2000.37659,30,6.068,31.168,24.518,0.10969
2000.37659,50,5.744,31.279,24.644,0.17631
2000.37659,75,5.203,31.451,24.841,0.25688
2000.37659,100,5.324,31.758,25.07,0.33126
2000.37659,150,5.514,32.371,25.534,0.46766
2000.37659,200,5.551,32.819,25.884,0.57986
2000.37659,250,5.558,32.927,25.968,0.68381
2000.38281,0,7.331,30.741,24.022,0
2000.38281,10,7.298,30.752,24.036,0.03879
2000.38281,20,6.793,30.878,24.2,0.07699
2000.38281,30,6.343,31.01,24.36,0.11326
2000.38281,50,5.819,31.251,24.613,0.18279
2000.38281,75,5.026,31.65,25.018,0.26103
2000.38281,100,6.131,32.087,25.236,0.33248
2000.38281,150,5.654,32.47,25.595,0.46249
2000.38281,200,5.538,32.835,25.898,0.57518
2000.38281,250,5.562,32.949,25.985,0.67876
2000.40039,0,8.25,30.161,23.441,0
2000.40039,10,7.323,30.832,24.095,0.04115
2000.40039,20,6.764,30.969,24.275,0.07822
2000.40039,30,6.121,31.038,24.409,0.114
2000.40039,50,5.579,31.281,24.664,0.18179
2000.40039,75,5.494,31.69,24.997,0.25978
2000.40039,100,5.612,31.881,25.135,0.33194
2000.40039,150,5.634,32.365,25.515,0.46715
2000.40039,200,5.531,32.832,25.896,0.57883
2000.40039,250,5.58,32.994,26.019,0.68166
2000.61694,0,14.963,24.797,18.131,0
2000.61694,10,12.594,27.937,21.004,0.0843
2000.61694,20,11.789,29.932,22.695,0.14352
2000.61694,30,11.082,30.682,23.402,0.19204
2000.61694,50,6.654,31.807,24.949,0.26546
2000.61694,75,6.114,32.142,25.281,0.33584
2000.61694,100,6.302,32.563,25.59,0.39917
2000.61694,150,5.654,33.045,26.05,0.50674
2000.61694,200,5.642,33.242,26.207,0.60014
2000.61694,250,5.602,33.382,26.323,0.68817
2000.61964,0,14.453,24.92,18.326,0
2000.61964,10,12.534,28.268,21.271,0.08149
2000.61964,20,11.403,30.302,23.05,0.139
2000.61964,30,10.535,30.968,23.717,0.18466
2000.61964,50,6.965,31.847,24.941,0.25391
2000.61964,75,6.103,32.137,25.279,0.3255
2000.61964,100,6.192,32.538,25.584,0.38913
2000.61964,150,5.655,33.055,26.058,0.49611
2000.61964,200,5.627,33.267,26.229,0.58941
2000.61964,250,5.609,33.379,26.32,0.67696
2000.61972,0,14.423,25.521,18.794,0
2000.61972,10,12.505,28.376,21.36,0.07508
2000.61972,20,11.421,30.278,23.029,0.1322
2000.61972,30,10.604,30.938,23.682,0.17836
2000.61972,50,6.989,31.806,24.905,0.24903
2000.61976,0,14.392,25.6,18.861,0
2000.61976,10,12.534,28.24,21.249,0.07769
2000.61976,20,11.572,30.109,22.871,0.13676
2000.61976,30,10.821,30.827,23.559,0.18374
2000.64346,0,13.235,26.617,19.866,0
2000.64346,10,12.693,28.241,21.221,0.07498
2000.64346,20,12.629,31.118,23.459,0.12833
2000.64346,30,9.8,31.467,24.227,0.16854
2000.64346,50,7.384,31.868,24.901,0.23384
2000.64346,75,6.647,32.073,25.16,0.30735
2000.64346,100,6.322,32.368,25.434,0.37318
2000.64346,150,5.697,32.859,25.898,0.49164
2000.64346,200,5.676,33.216,26.183,0.58903
2000.64346,250,5.609,33.367,26.31,0.67769
2000.75632,0,9.638,27.197,20.922,0
2000.75632,10,10.457,27.951,21.382,0.06694
2000.75632,20,10.449,29.193,22.35,0.1258
2000.75632,30,10.42,30.155,23.104,0.1763
2000.75632,50,9.367,31.218,24.102,0.26423
2000.75632,75,7.763,31.897,24.872,0.35041
2000.75632,100,6.936,32.152,25.185,0.42319
2000.75632,150,5.891,32.799,25.827,0.54839
2000.75632,200,5.744,33.238,26.192,0.64666
2000.75632,250,5.682,33.312,26.258,0.73699
2000.75637,0,9.437,27.109,20.884,0
2000.75637,10,10.446,27.878,21.327,0.06762
2000.75637,20,10.521,29.254,22.386,0.12657
2000.75643,0,9.527,27.148,20.901,0
2000.75643,10,10.504,28.162,21.539,0.06677
2000.75643,20,10.536,29.403,22.499,0.12384
2000.75643,30,10.676,30.25,23.135,0.17335
2000.75643,50,9.575,31.218,24.069,0.26026
2000.77589,0,9.054,28.173,21.77,0
2000.77589,10,9.401,28.458,21.942,0.05953
2000.77589,20,9.599,28.91,22.264,0.11718
2000.77589,30,10.139,29.673,22.774,0.17081
2000.77589,50,10.045,30.985,23.812,0.25891
2000.77589,75,9.782,31.556,24.3,0.3539
2000.77589,100,7.717,31.966,24.932,0.43759
2000.77589,150,6.491,32.507,25.522,0.5731
2000.77589,200,5.846,32.973,25.97,0.68719
2000.77589,250,5.715,33.271,26.222,0.7822
2000.91805,0,6.553,29.429,23.089,0
2000.91805,10,6.545,29.43,23.091,0.0477
2000.91805,20,6.583,29.438,23.092,0.09537
2000.91805,30,6.65,29.503,23.135,0.14293
2000.91805,50,7.707,30.475,23.763,0.23126
2000.91805,75,7.95,31.447,24.492,0.32496
2000.91805,100,7.947,31.887,24.838,0.40659
2000.91805,150,7.505,32.321,25.241,0.55518
2000.91805,200,6.548,32.783,25.732,0.67913
2000.91805,250,5.959,33.058,26.023,0.78556
2001.06789,0,4.561,30.3,23.996,0
2001.06789,10,5.527,31.036,24.477,0.03573
2001.06789,20,5.59,31.055,24.484,0.07015
2001.06789,30,5.664,31.053,24.474,0.10458
2001.06789,50,6.024,31.13,24.493,0.17296
2001.06789,75,6.969,30.817,24.13,0.26488
2001.06789,100,6.593,31.443,24.67,0.35197
2001.06789,150,6.503,31.716,24.897,0.50654
2001.06789,200,6.593,31.731,24.897,0.65975
2001.06789,250,6.691,32.131,25.2,0.8095
2001.14734,0,4.689,32.25,25.529,0
2001.14734,10,4.691,32.252,25.531,0.02443
2001.14734,20,4.741,32.245,25.52,0.04891
2001.14734,30,4.777,32.238,25.51,0.0735
2001.14734,50,4.843,32.252,25.514,0.12277
2001.14734,75,5.378,32.205,25.418,0.18592
2001.14734,100,5.929,32.145,25.306,0.24961
2001.14734,150,6.224,32.187,25.303,0.38685
2001.14734,200,6.42,32.206,25.294,0.52032
2001.14734,250,6.534,32.273,25.332,0.65397
2001.17023,0,4.711,30.89,24.449,0
2001.17023,10,4.712,30.892,24.45,0.03472
2001.17023,20,4.844,30.95,24.482,0.06929
2001.17023,30,4.983,31.03,24.531,0.10358
2001.17023,50,5.297,31.388,24.781,0.16846
2001.17023,75,5.353,31.66,24.989,0.24611
2001.17023,100,5.409,31.771,25.071,0.31895
2001.17023,150,6.406,32.237,25.32,0.45794
2001.17023,200,6.259,32.536,25.574,0.58359
2001.17023,250,6.178,32.627,25.656,0.70202
2001.1717,0,4.527,30.812,24.405,0
2001.1717,10,4.522,30.814,24.407,0.03513
2001.1717,20,4.534,30.817,24.409,0.07025
2001.1717,30,4.676,30.879,24.443,0.10527
2001.1717,50,5.655,31.389,24.741,0.17296
2001.1717,75,5.485,31.761,25.054,0.24825
2001.1717,100,5.745,31.886,25.123,0.32007
2001.17815,0,4.808,31.015,24.538,0
2001.17815,10,4.893,31.078,24.579,0.03368
2001.17815,20,5.008,31.151,24.624,0.06692
2001.17815,30,5.127,31.231,24.675,0.09983
2001.17815,50,5.198,31.284,24.709,0.16475
2001.17815,75,5.335,31.358,24.753,0.24494
2001.17815,100,5.468,31.44,24.803,0.32428
2001.17815,150,5.714,31.768,25.034,0.47699
2001.17815,200,5.804,32.133,25.311,0.6143
2001.17815,250,6.382,32.522,25.548,0.74347
2001.1962,0,4.434,30.649,24.285,0
2001.1962,10,4.922,31.005,24.518,0.03572
2001.1962,20,5.167,31.214,24.657,0.06915
2001.1962,30,5.283,31.323,24.731,0.10152
2001.1962,50,5.385,31.399,24.779,0.16525
2001.1962,75,5.38,31.429,24.804,0.24414
2001.1962,100,5.477,31.513,24.859,0.32243
2001.1962,150,5.764,31.967,25.185,0.46711
2001.1962,200,6.284,32.222,25.323,0.60221
2001.1962,250,6.187,32.584,25.621,0.72999
2001.25473,0,4.724,31.18,24.677,0
2001.25473,10,4.73,31.187,24.682,0.03254
2001.25473,20,4.726,31.188,24.683,0.06504
2001.25473,30,4.699,31.221,24.712,0.09737
2001.25473,50,4.725,31.259,24.74,0.16152
2001.25473,75,4.756,31.293,24.763,0.24125
2001.25473,100,5.067,31.483,24.881,0.31994
2001.25473,150,5.472,31.892,25.16,0.46542
2001.25473,200,6.077,32.385,25.477,0.59874
2001.25473,250,6.065,32.732,25.753,0.71796
2001.28362,0,4.704,30.993,24.531,0
2001.28362,10,4.837,31.084,24.589,0.0337
2001.28362,20,4.792,31.101,24.607,0.067
2001.28362,30,4.772,31.133,24.635,0.10016
2001.28362,50,4.826,31.209,24.689,0.16557
2001.28362,75,4.925,31.365,24.803,0.24607
2001.28362,100,5.064,31.655,25.017,0.32229
2001.28362,150,5.323,31.938,25.213,0.46462
2001.28362,200,5.89,32.464,25.563,0.59332
2001.28362,250,6.009,32.621,25.672,0.7124
2001.30738,0,5.52,30.977,24.431,0
2001.30738,10,5.122,31.086,24.561,0.03423
2001.30738,20,5.119,31.134,24.599,0.06767
2001.30738,30,5.23,31.212,24.649,0.10087
2001.30738,50,5.141,31.533,24.912,0.16372
2001.30738,75,5.422,31.747,25.051,0.23801
2001.30738,100,5.284,31.904,25.19,0.30886
2001.30738,150,5.862,32.417,25.529,0.43928
2001.30738,200,5.947,32.637,25.692,0.55859
2001.30738,250,5.803,32.777,25.82,0.67113
2001.33927,0,5.517,30.987,24.439,0
2001.33927,10,5.475,31.016,24.466,0.03473
2001.33927,20,5.422,31.033,24.486,0.06925
